id,temperature_c,created_at
60688,7.62,2026-02-28 09:16:09.466822+00
60689,6.39,2026-02-28 09:18:10.902967+00
60690,8.05,2026-02-28 09:19:43.440701+00
60691,7.72,2026-02-28 09:20:08.512182+00
60692,6.31,2026-02-28 09:21:04.935319+00
60693,7.21,2026-02-28 09:22:45.12631+00
60694,7.46,2026-02-28 09:23:20.294305+00
60695,8.03,2026-02-28 09:24:26.554082+00
60696,7.61,2026-02-28 09:25:31.457935+00
60697,7.58,2026-02-28 09:26:46.78386+00
60698,7.25,2026-02-28 09:27:17.049272+00
60699,7.72,2026-02-28 09:28:03.844279+00
60700,6.25,2026-02-28 09:29:49.633951+00
60701,7.28,2026-02-28 09:30:49.808305+00
60702,6.69,2026-02-28 09:32:42.925004+00
60703,6.46,2026-02-28 09:33:31.816008+00
60704,7.89,2026-02-28 09:34:43.204071+00
60705,7.41,2026-02-28 09:35:20.154642+00
60706,8.12,2026-02-28 09:36:16.882946+00
60707,6.42,2026-02-28 09:37:40.071564+00
60708,8.03,2026-02-28 09:38:22.898307+00
60709,6.44,2026-02-28 09:39:10.401322+00
60710,7.95,2026-02-28 09:40:03.507133+00
60711,6.8,2026-02-28 09:41:35.294759+00
60712,6.36,2026-02-28 09:42:45.343839+00
60713,7.57,2026-02-28 09:43:34.428161+00
60714,6.27,2026-02-28 09:44:13.715411+00
60715,7.87,2026-02-28 09:45:27.073552+00
60716,6.3,2026-02-28 09:46:38.124127+00
60717,6.24,2026-02-28 09:48:31.547831+00
60718,8.14,2026-02-28 09:49:46.151555+00
60719,6.9,2026-02-28 09:50:41.080661+00
60720,7.56,2026-02-28 09:51:24.521389+00
60721,6.89,2026-02-28 09:52:46.46778+00
60722,6.76,2026-02-28 09:53:21.233199+00
60723,6.27,2026-02-28 09:54:22.91364+00
60724,6.6,2026-02-28 09:55:24.219337+00
60725,7.34,2026-02-28 09:56:48.154566+00
60726,7.75,2026-02-28 09:57:33.114899+00
60727,6.93,2026-02-28 09:58:21.507894+00
60728,6.26,2026-02-28 09:59:47.041977+00
60729,8.17,2026-02-28 10:00:45.410837+00
60730,6.95,2026-02-28 10:01:13.281736+00
60731,7.06,2026-02-28 10:02:41.335864+00
60732,6.8,2026-02-28 10:04:33.336729+00
60733,6.7,2026-02-28 10:05:34.607331+00
60734,8.25,2026-02-28 10:06:08.42781+00
60735,7.66,2026-02-28 10:07:18.387773+00
60736,7.11,2026-02-28 10:08:34.69893+00
60737,7.17,2026-02-28 10:09:42.106598+00
60738,6.99,2026-02-28 10:10:27.349918+00
60739,6.36,2026-02-28 10:11:44.299487+00
60740,7.96,2026-02-28 10:12:04.043003+00
60741,7.15,2026-02-28 10:13:15.722501+00
60742,6.62,2026-02-28 10:14:35.355604+00
60743,7.53,2026-02-28 10:15:34.000413+00
60744,8.29,2026-02-28 10:16:36.659022+00
60745,7.12,2026-02-28 10:18:34.511173+00
60746,7.73,2026-02-28 10:19:47.729692+00
60747,7.33,2026-02-28 10:20:39.903156+00
60748,8.19,2026-02-28 10:21:47.082139+00
60749,7.26,2026-02-28 10:22:06.652929+00
60750,6.85,2026-02-28 10:23:38.697152+00
60751,7.73,2026-02-28 10:24:38.543902+00
60752,6.92,2026-02-28 10:25:12.731576+00
60753,8.01,2026-02-28 10:26:40.396972+00
60754,6.54,2026-02-28 10:27:15.038499+00
60755,6.84,2026-02-28 10:28:19.962293+00
60756,7.22,2026-02-28 10:29:04.864121+00
60757,6.93,2026-02-28 10:30:32.748516+00
60758,7.53,2026-02-28 10:31:26.489904+00
60759,6.93,2026-02-28 10:33:01.189167+00
60760,7.65,2026-02-28 10:34:39.508253+00
60761,8.02,2026-02-28 10:35:40.243304+00
60762,7.46,2026-02-28 10:36:31.571288+00
60763,7.63,2026-02-28 10:37:45.02464+00
60764,7.15,2026-02-28 10:38:18.302277+00
60765,8.06,2026-02-28 10:39:42.284423+00
60766,7.82,2026-02-28 10:40:44.786335+00
60767,8.53,2026-02-28 10:41:22.073749+00
60768,6.85,2026-02-28 10:42:00.531568+00
60769,7.01,2026-02-28 10:43:41.808261+00
60770,7.48,2026-02-28 10:44:21.579126+00
60771,8.04,2026-02-28 10:45:00.808043+00
60772,7.77,2026-02-28 10:46:15.898056+00
60773,8.6,2026-02-28 10:48:06.094853+00
60774,8.71,2026-02-28 10:49:15.61606+00
60775,8.53,2026-02-28 10:50:25.883398+00
60776,7.99,2026-02-28 10:51:10.01642+00
60777,8.78,2026-02-28 10:52:07.247315+00
60778,9.31,2026-02-28 10:53:21.59213+00
60779,8.49,2026-02-28 10:54:28.761404+00
60780,8.3,2026-02-28 10:55:16.133606+00
60781,8.03,2026-02-28 10:56:23.175706+00
60782,8.48,2026-02-28 10:57:47.993334+00
60783,9.03,2026-02-28 10:58:45.231602+00
60784,8.85,2026-02-28 10:59:14.971947+00
60785,9.57,2026-02-28 11:01:42.916208+00
60786,9.27,2026-02-28 11:02:35.720768+00
60787,8.01,2026-02-28 11:03:25.273049+00
60788,9.45,2026-02-28 11:04:23.719867+00
60789,8.11,2026-02-28 11:05:33.155848+00
60790,8.47,2026-02-28 11:06:03.519339+00
60791,8.41,2026-02-28 11:07:03.732415+00
60792,8.44,2026-02-28 11:08:32.615153+00
60793,9.57,2026-02-28 11:09:09.613171+00
60794,9.61,2026-02-28 11:10:31.423324+00
60795,7.92,2026-02-28 11:11:43.661755+00
60796,9.45,2026-02-28 11:13:45.244033+00
60797,8.97,2026-02-28 11:14:42.211039+00
60798,8.66,2026-02-28 11:15:25.25835+00
60799,9.2,2026-02-28 11:16:40.595983+00
60800,7.95,2026-02-28 11:17:20.911253+00
60801,8.06,2026-02-28 11:18:48.914442+00
60802,8.37,2026-02-28 11:19:27.719984+00
60803,8.88,2026-02-28 11:20:32.092035+00
60804,9.18,2026-02-28 11:21:08.596127+00
60805,9.37,2026-02-28 11:22:20.736997+00
60806,9.21,2026-02-28 11:23:15.657568+00
60807,8.95,2026-02-28 11:24:46.123198+00
60808,9.08,2026-02-28 11:25:13.453722+00
60809,8.55,2026-02-28 11:26:01.967357+00
60810,9.16,2026-02-28 11:28:33.142958+00
60811,8.58,2026-02-28 11:29:10.709651+00
60812,8.46,2026-02-28 11:30:37.711731+00
60813,8.15,2026-02-28 11:31:16.766473+00
60814,9.9,2026-02-28 11:32:47.977737+00
60815,8.17,2026-02-28 11:33:29.068361+00
60816,9.2,2026-02-28 11:34:48.96684+00
60817,8.5,2026-02-28 11:35:38.815869+00
60818,8.25,2026-02-28 11:36:16.679369+00
60819,9.45,2026-02-28 11:37:15.528531+00
60820,9.43,2026-02-28 11:38:48.548613+00
60821,7.94,2026-02-28 11:39:12.119661+00
60822,8.54,2026-02-28 11:40:49.323862+00
60823,8.79,2026-02-28 11:41:43.199582+00
60824,8.4,2026-02-28 11:42:27.823104+00
60825,8.77,2026-02-28 11:44:13.607897+00
60826,9.36,2026-02-28 11:45:47.740901+00
60827,8.17,2026-02-28 11:46:24.680549+00
60828,9.78,2026-02-28 11:47:46.634715+00
60829,8.6,2026-02-28 11:48:26.31694+00
60830,8.56,2026-02-28 11:49:43.039725+00
60831,8.55,2026-02-28 11:50:05.052989+00
60832,8.4,2026-02-28 11:51:24.531897+00
60833,9.53,2026-02-28 11:52:09.463553+00
60834,8.93,2026-02-28 11:53:11.7643+00
60835,8.82,2026-02-28 11:54:10.609559+00
60836,8.61,2026-02-28 11:55:17.676667+00
60837,8.2,2026-02-28 11:56:15.09986+00
60838,9.86,2026-02-28 11:57:32.277354+00
60839,9.29,2026-02-28 11:59:41.332056+00
60840,9.89,2026-02-28 12:01:46.952826+00
60841,9.25,2026-02-28 12:02:05.960621+00
60842,9.2,2026-02-28 12:03:01.570318+00
60843,9.12,2026-02-28 12:04:02.47861+00
60844,9.74,2026-02-28 12:05:21.45197+00
60845,8.5,2026-02-28 12:06:18.993256+00
60846,9.3,2026-02-28 12:07:45.394091+00
60847,8.85,2026-02-28 12:08:26.477946+00
60848,9.02,2026-02-28 12:09:31.219916+00
60849,8.6,2026-02-28 12:10:41.52672+00
60850,8.88,2026-02-28 12:11:11.703468+00
60851,9.89,2026-02-28 12:12:18.675236+00
60852,9.35,2026-02-28 12:14:27.910883+00
60853,8.54,2026-02-28 12:15:06.769598+00
60854,9.87,2026-02-28 12:16:26.615397+00
60855,8.86,2026-02-28 12:17:19.917641+00
60856,9.16,2026-02-28 12:18:00.763639+00
60857,9.83,2026-02-28 12:19:45.161445+00
60858,8.34,2026-02-28 12:20:11.921841+00
60859,9.15,2026-02-28 12:21:14.885335+00
60860,8.64,2026-02-28 12:22:35.6429+00
60861,10.28,2026-02-28 12:23:07.855471+00
60862,8.93,2026-02-28 12:24:32.259817+00
60863,9.26,2026-02-28 12:25:20.162678+00
60864,8.81,2026-02-28 12:26:18.363867+00
60865,9.23,2026-02-28 12:27:18.482412+00
60866,9.59,2026-02-28 12:29:42.249518+00
60867,9.04,2026-02-28 12:30:29.694415+00
60868,9.81,2026-02-28 12:31:46.538536+00
60869,9.04,2026-02-28 12:32:41.670161+00
60870,9.64,2026-02-28 12:33:02.614865+00
60871,9.09,2026-02-28 12:34:21.424069+00
60872,8.82,2026-02-28 12:35:12.982633+00
60873,9.41,2026-02-28 12:36:28.612476+00
60874,8.32,2026-02-28 12:37:43.840515+00
60875,9.92,2026-02-28 12:38:46.133369+00
60876,9.22,2026-02-28 12:39:18.736113+00
60877,8.29,2026-02-28 12:40:42.881834+00
60878,9.25,2026-02-28 12:42:40.072251+00
60879,8.52,2026-02-28 12:43:12.370421+00
60880,8.13,2026-02-28 12:44:06.119232+00
60881,9.85,2026-02-28 12:45:02.284828+00
60882,9.22,2026-02-28 12:46:23.325569+00
60883,10.12,2026-02-28 12:47:34.478604+00
60884,8.34,2026-02-28 12:48:40.296312+00
60885,8.84,2026-02-28 12:49:14.81979+00
60886,8.77,2026-02-28 12:50:03.712439+00
60887,9.32,2026-02-28 12:51:33.056851+00
60888,8.53,2026-02-28 12:52:05.394189+00
60889,10.11,2026-02-28 12:53:20.672899+00
60890,9.72,2026-02-28 12:54:31.918224+00
60891,8.27,2026-02-28 12:55:39.452521+00
60892,9.98,2026-02-28 12:57:01.259311+00
60893,8.55,2026-02-28 12:58:17.129829+00
60894,8.6,2026-02-28 12:59:13.793315+00
60895,8.8,2026-02-28 13:00:35.675646+00
60896,8.48,2026-02-28 13:01:23.100524+00
60897,9.12,2026-02-28 13:02:24.903829+00
60898,8.55,2026-02-28 13:03:41.398037+00
60899,10.14,2026-02-28 13:04:48.962158+00
60900,9.76,2026-02-28 13:05:18.113103+00
60901,9.76,2026-02-28 13:06:04.739682+00
60902,9.95,2026-02-28 13:07:41.981661+00
60903,9.92,2026-02-28 13:08:38.571042+00
60904,8.51,2026-02-28 13:09:15.014335+00
60905,10.12,2026-02-28 13:10:32.49151+00
60906,8.47,2026-02-28 13:12:30.595414+00
60907,9.76,2026-02-28 13:13:16.215248+00
60908,8.23,2026-02-28 13:14:01.96496+00
60909,9.58,2026-02-28 13:15:21.079065+00
60910,8.58,2026-02-28 13:16:28.889432+00
60911,9.49,2026-02-28 13:17:28.703117+00
60912,9.52,2026-02-28 13:18:05.97683+00
60913,9.1,2026-02-28 13:19:35.775707+00
60914,9.21,2026-02-28 13:20:03.312937+00
60915,10.09,2026-02-28 13:21:26.328992+00
60916,9.23,2026-02-28 13:22:04.418365+00
60917,9.21,2026-02-28 13:23:42.679564+00
60918,8.74,2026-02-28 13:25:14.231072+00
60919,9.91,2026-02-28 13:26:11.870464+00
60920,9.04,2026-02-28 13:27:09.347108+00
60921,9.81,2026-02-28 13:28:47.121113+00
60922,9.53,2026-02-28 13:29:23.899247+00
60923,9.8,2026-02-28 13:30:12.694233+00
60924,10.05,2026-02-28 13:31:28.268474+00
60925,9.32,2026-02-28 13:32:15.089308+00
60926,8.86,2026-02-28 13:33:13.182517+00
60927,9.8,2026-02-28 13:34:04.702772+00
60928,9.53,2026-02-28 13:35:21.871607+00
60929,9.88,2026-02-28 13:36:26.435367+00
60930,9.64,2026-02-28 13:37:40.401199+00
60931,9.54,2026-02-28 13:39:47.106564+00
60932,8.86,2026-02-28 13:40:23.234432+00
60933,8.91,2026-02-28 13:41:18.657022+00
60934,9.92,2026-02-28 13:42:11.178917+00
60935,9.43,2026-02-28 13:43:12.39307+00
60936,9.35,2026-02-28 13:44:24.211093+00
60937,9.68,2026-02-28 13:45:11.148425+00
60938,9.89,2026-02-28 13:46:43.593276+00
60939,10.35,2026-02-28 13:47:16.501816+00
60940,9.74,2026-02-28 13:48:21.53059+00
60941,10.41,2026-02-28 13:49:35.146385+00
60942,9.11,2026-02-28 13:50:03.878781+00
60943,10.57,2026-02-28 13:51:20.011538+00
60944,10.75,2026-02-28 13:53:19.580835+00
60945,9.01,2026-02-28 13:54:09.874358+00
60946,9.51,2026-02-28 13:55:17.079257+00
60947,10.59,2026-02-28 13:56:38.409545+00
60948,10.57,2026-02-28 13:57:23.765208+00
60949,9.76,2026-02-28 13:58:33.706867+00
60950,9.66,2026-02-28 13:59:24.368092+00
60951,9.14,2026-02-28 14:00:40.338347+00
60952,9.98,2026-02-28 14:01:30.62365+00
60953,9.15,2026-02-28 14:02:40.056689+00
60954,9.69,2026-02-28 14:03:29.464905+00
60955,10.52,2026-02-28 14:04:01.380562+00
60956,10.53,2026-02-28 14:05:27.937798+00
60957,10.69,2026-02-28 14:06:00.582134+00
60958,10.94,2026-02-28 14:07:30.993028+00
60959,10.18,2026-02-28 14:09:39.398424+00
60960,10.99,2026-02-28 14:10:48.91149+00
60961,11,2026-02-28 14:11:08.235095+00
60962,10.74,2026-02-28 14:12:22.089799+00
60963,9.87,2026-02-28 14:13:08.107136+00
60964,9.69,2026-02-28 14:14:10.108939+00
60965,9.5,2026-02-28 14:15:00.262283+00
60966,9.58,2026-02-28 14:16:20.167705+00
60967,9.3,2026-02-28 14:17:18.497501+00
60968,9.94,2026-02-28 14:18:29.2278+00
60969,9.87,2026-02-28 14:19:06.398362+00
60970,9.97,2026-02-28 14:20:24.21169+00
60971,9.76,2026-02-28 14:21:08.291998+00
60972,10.05,2026-02-28 14:23:26.623924+00
60973,8.94,2026-02-28 14:24:15.296185+00
60974,10.12,2026-02-28 14:25:06.00123+00
60975,9.98,2026-02-28 14:26:49.491479+00
60976,8.64,2026-02-28 14:27:10.866293+00
60977,9.44,2026-02-28 14:28:24.317877+00
60978,8.64,2026-02-28 14:29:32.535477+00
60979,9.28,2026-02-28 14:30:47.222308+00
60980,10.1,2026-02-28 14:31:20.766871+00
60981,9.79,2026-02-28 14:32:47.093162+00
60982,9.75,2026-02-28 14:33:29.78823+00
60983,10.63,2026-02-28 14:34:43.957833+00
60984,9.94,2026-02-28 14:35:08.650505+00
60985,9.23,2026-02-28 14:37:06.924277+00
60986,10.47,2026-02-28 14:38:38.295253+00
60987,9.92,2026-02-28 14:39:18.413644+00
60988,9.46,2026-02-28 14:40:23.489205+00
60989,10.56,2026-02-28 14:41:39.469341+00
60990,10.75,2026-02-28 14:42:28.931054+00
60991,9.55,2026-02-28 14:43:08.699346+00
60992,9.06,2026-02-28 14:44:21.166199+00
60993,11.07,2026-02-28 14:45:10.901894+00
60994,9.86,2026-02-28 14:46:04.066066+00
60995,9.62,2026-02-28 14:47:48.526156+00
60996,10.08,2026-02-28 14:48:02.8454+00
60997,9.66,2026-02-28 14:49:40.798897+00
60998,9.14,2026-02-28 14:50:38.330837+00
60999,9.17,2026-02-28 14:51:29.088189+00
61000,9.64,2026-02-28 14:53:35.26174+00
61001,9.42,2026-02-28 14:54:11.710537+00
61002,10.83,2026-02-28 14:55:25.703112+00
61003,9.94,2026-02-28 14:56:30.913335+00
61004,9.95,2026-02-28 14:57:19.775368+00
61005,9.85,2026-02-28 14:58:33.513105+00
61006,9.29,2026-02-28 14:59:33.032991+00
61007,10.8,2026-02-28 15:00:17.774206+00
61008,10.89,2026-02-28 15:02:14.167684+00
61009,9.95,2026-02-28 15:03:37.72067+00
61010,10.82,2026-02-28 15:05:24.362724+00
61011,10.74,2026-02-28 15:06:47.101774+00
61012,9.29,2026-02-28 15:07:21.733515+00
61013,9.52,2026-02-28 15:08:13.238487+00
61014,9.6,2026-02-28 15:09:36.044959+00
61015,9.76,2026-02-28 15:10:17.40845+00
61016,10.97,2026-02-28 15:11:49.534293+00
61017,10.79,2026-02-28 15:12:41.661223+00
61018,9.78,2026-02-28 15:13:26.737189+00
61019,9.46,2026-02-28 15:14:42.288137+00
61020,9.56,2026-02-28 15:15:07.518034+00
61021,11.01,2026-02-28 15:16:25.677932+00
61022,9.94,2026-02-28 15:17:42.051214+00
61023,10.01,2026-02-28 15:19:34.268199+00
61024,10.37,2026-02-28 15:20:49.842725+00
61025,10.54,2026-02-28 15:21:31.698339+00
61026,9.7,2026-02-28 15:22:28.73971+00
61027,10.98,2026-02-28 15:23:42.243115+00
61028,10.16,2026-02-28 15:24:10.286888+00
61029,10.88,2026-02-28 15:25:18.165519+00
61030,11.11,2026-02-28 15:26:32.605907+00
61031,10.23,2026-02-28 15:27:45.893751+00
61032,9.93,2026-02-28 15:28:23.790252+00
61033,10.69,2026-02-28 15:29:04.072797+00
61034,9.61,2026-02-28 15:30:19.287643+00
61035,10.32,2026-02-28 15:31:07.99563+00
61036,9.85,2026-02-28 15:32:17.521378+00
61037,10.8,2026-02-28 15:33:19.855786+00
61038,10.28,2026-02-28 15:35:17.62352+00
61039,10.24,2026-02-28 15:36:45.767244+00
61040,9.82,2026-02-28 15:37:31.216772+00
61041,10.09,2026-02-28 15:38:17.867181+00
61042,10.85,2026-02-28 15:39:37.632098+00
61043,10.94,2026-02-28 15:40:48.211942+00
61044,10.6,2026-02-28 15:41:27.270816+00
61045,10.57,2026-02-28 15:42:01.517684+00
61046,10.87,2026-02-28 15:43:33.164918+00
61047,10.91,2026-02-28 15:44:29.395586+00
61048,10.66,2026-02-28 15:45:45.89258+00
61049,10.12,2026-02-28 15:46:23.555555+00
61050,11.05,2026-02-28 15:47:05.594648+00
61051,10,2026-02-28 15:48:01.921048+00
61052,10.61,2026-02-28 15:50:44.938169+00
61053,10.56,2026-02-28 15:51:16.94365+00
61054,10.95,2026-02-28 15:52:21.319304+00
61055,10.51,2026-02-28 15:53:13.849257+00
61056,9.59,2026-02-28 15:54:16.403474+00
61057,10.91,2026-02-28 15:55:20.916004+00
61058,10.69,2026-02-28 15:56:45.430169+00
61059,10.33,2026-02-28 15:57:11.969685+00
61060,9.91,2026-02-28 15:58:10.817016+00
61061,10.99,2026-02-28 15:59:39.992187+00
61062,11.27,2026-02-28 16:00:25.805715+00
61063,10.39,2026-02-28 16:01:39.097127+00
61064,10.74,2026-02-28 16:02:32.192241+00
61065,11.06,2026-02-28 16:03:20.363868+00
61066,9.68,2026-02-28 16:05:26.572676+00
61067,10.78,2026-02-28 16:06:45.847311+00
61068,11.48,2026-02-28 16:07:44.259353+00
61069,10.43,2026-02-28 16:08:49.854165+00
61070,11.04,2026-02-28 16:09:33.376905+00
61071,9.67,2026-02-28 16:10:25.245714+00
61072,10.4,2026-02-28 16:11:49.323255+00
61073,10.58,2026-02-28 16:12:08.385804+00
61074,10.08,2026-02-28 16:13:36.167299+00
61075,11.2,2026-02-28 16:14:09.380325+00
61076,11.29,2026-02-28 16:15:07.054268+00
61077,9.95,2026-02-28 16:16:14.031037+00
61078,10.97,2026-02-28 16:17:32.198975+00
61079,10.65,2026-02-28 16:19:11.724652+00
61080,9.57,2026-02-28 16:20:19.365704+00
61081,11.08,2026-02-28 16:21:18.62522+00
61082,10.12,2026-02-28 16:22:06.238365+00
61083,9.63,2026-02-28 16:23:16.190741+00
61084,10.19,2026-02-28 16:24:29.292639+00
61085,10.23,2026-02-28 16:25:08.324512+00
61086,11.3,2026-02-28 16:26:11.222678+00
61087,10.05,2026-02-28 16:27:08.625461+00
61088,10.55,2026-02-28 16:28:43.263147+00
61089,11.08,2026-02-28 16:29:42.66025+00
61090,10.11,2026-02-28 16:30:16.783849+00
61091,9.78,2026-02-28 16:31:21.216353+00
61092,10.36,2026-02-28 16:33:14.04651+00
61093,9.26,2026-02-28 16:34:32.954609+00
61094,10.37,2026-02-28 16:35:22.981198+00
61095,10.1,2026-02-28 16:36:07.674554+00
61096,10.76,2026-02-28 16:37:38.623164+00
61097,10.47,2026-02-28 16:38:00.001173+00
61098,11.14,2026-02-28 16:39:20.66644+00
61099,10.06,2026-02-28 16:40:23.087737+00
61100,10.43,2026-02-28 16:41:40.670093+00
61101,10.97,2026-02-28 16:42:16.517106+00
61102,10.43,2026-02-28 16:43:33.595098+00
61103,10.22,2026-02-28 16:44:44.449888+00
61104,9.78,2026-02-28 16:45:48.972482+00
61105,9.9,2026-02-28 16:46:42.102231+00
61106,10.17,2026-02-28 16:48:46.979163+00
61107,11.04,2026-02-28 16:49:22.179811+00
61108,9.75,2026-02-28 16:50:38.209404+00
61109,11.01,2026-02-28 16:51:47.135489+00
61110,10.02,2026-02-28 16:52:25.006642+00
61111,10.35,2026-02-28 16:53:41.500753+00
61112,10.8,2026-02-28 16:54:09.812482+00
61113,10.96,2026-02-28 16:55:34.092222+00
61114,10.46,2026-02-28 16:56:39.439314+00
61115,10.11,2026-02-28 16:57:37.742506+00
61116,9.88,2026-02-28 16:58:08.983279+00
61117,9.53,2026-02-28 16:59:28.533411+00
61118,10.14,2026-02-28 17:00:38.367595+00
61119,9.42,2026-02-28 17:02:33.672049+00
61120,10.9,2026-02-28 17:03:00.586241+00
61121,9.51,2026-02-28 17:04:07.624858+00
61122,10.16,2026-02-28 17:05:02.336189+00
61123,9.41,2026-02-28 17:06:26.758376+00
61124,10.56,2026-02-28 17:07:13.003146+00
61125,10.2,2026-02-28 17:08:14.607692+00
61126,10.59,2026-02-28 17:09:25.171212+00
61127,9.37,2026-02-28 17:10:06.365677+00
61128,9.14,2026-02-28 17:11:17.766928+00
61129,10.91,2026-02-28 17:12:43.253073+00
61130,9.7,2026-02-28 17:13:49.154545+00
61131,9.28,2026-02-28 17:14:41.60724+00
61132,9.95,2026-02-28 17:15:32.846996+00
61133,10.29,2026-02-28 17:17:19.05597+00
61134,9.25,2026-02-28 17:18:40.1948+00
61135,9.61,2026-02-28 17:19:01.37962+00
61136,10.61,2026-02-28 17:20:28.212319+00
61137,10.01,2026-02-28 17:21:42.99018+00
61138,9.66,2026-02-28 17:22:24.011734+00
61139,10.68,2026-02-28 17:23:32.742767+00
61140,9.55,2026-02-28 17:24:45.856443+00
61141,9.74,2026-02-28 17:25:21.744821+00
61142,10.07,2026-02-28 17:26:48.005025+00
61143,9.48,2026-02-28 17:27:00.572032+00
61144,9.4,2026-02-28 17:28:39.92195+00
61145,10.77,2026-02-28 17:29:06.452633+00
61146,10.35,2026-02-28 17:30:10.642115+00
61147,9.08,2026-02-28 17:31:48.410399+00
61148,9.3,2026-02-28 17:33:15.415116+00
61149,9.34,2026-02-28 17:34:18.930621+00
61150,10.42,2026-02-28 17:35:31.190334+00
61151,9.87,2026-02-28 17:36:09.250263+00
61152,9.98,2026-02-28 17:37:28.991408+00
61153,10.09,2026-02-28 17:38:17.087767+00
61154,10.3,2026-02-28 17:39:19.854281+00
61155,9.25,2026-02-28 17:40:43.90122+00
61156,9.97,2026-02-28 17:41:30.090404+00
61157,10.54,2026-02-28 17:42:32.377746+00
61158,9.96,2026-02-28 17:43:43.982158+00
61159,10.11,2026-02-28 17:44:34.205686+00
61160,8.5,2026-02-28 17:45:25.281763+00
61161,9.8,2026-02-28 17:46:49.98223+00
61162,9.75,2026-02-28 17:48:49.399847+00
61163,10.18,2026-02-28 17:49:19.267666+00
61164,9.4,2026-02-28 17:50:12.607794+00
61165,10.2,2026-02-28 17:51:41.726447+00
61166,9.03,2026-02-28 17:52:26.24834+00
61167,9.27,2026-02-28 17:53:21.272485+00
61168,10.17,2026-02-28 17:54:14.693055+00
61169,10.02,2026-02-28 17:55:09.48939+00
61170,10.33,2026-02-28 17:56:40.122138+00
61171,9.07,2026-02-28 17:57:16.301793+00
61172,9.35,2026-02-28 17:58:17.47889+00
61173,9.88,2026-02-28 17:59:43.148613+00
61174,9.31,2026-02-28 18:00:29.733084+00
61175,9.67,2026-02-28 18:02:02.67768+00
61176,9.86,2026-02-28 18:03:47.54849+00
61177,9.86,2026-02-28 18:04:09.240768+00
61178,10.06,2026-02-28 18:05:46.76391+00
61179,10.15,2026-02-28 18:06:16.972652+00
61180,9.63,2026-02-28 18:07:41.4724+00
61181,9.28,2026-02-28 18:08:26.007453+00
61182,10.27,2026-02-28 18:09:34.012849+00
61183,10.17,2026-02-28 18:10:49.19566+00
61184,8.6,2026-02-28 18:11:16.784076+00
61185,8.73,2026-02-28 18:12:29.818614+00
61186,8.35,2026-02-28 18:13:01.644025+00
61187,9.08,2026-02-28 18:14:13.139506+00
61188,8.42,2026-02-28 18:15:43.053626+00
61189,9.49,2026-02-28 18:16:48.966726+00
61190,9.49,2026-02-28 18:18:39.381051+00
61191,8.22,2026-02-28 18:19:01.791137+00
61192,10.05,2026-02-28 18:20:48.677357+00
61193,9.13,2026-02-28 18:21:15.463153+00
61194,9.88,2026-02-28 18:22:47.694785+00
61195,9.64,2026-02-28 18:23:04.553631+00
61196,9.58,2026-02-28 18:24:24.434156+00
61197,9.32,2026-02-28 18:25:14.052262+00
61198,8.45,2026-02-28 18:26:36.724749+00
